O*NET-SOC Code	Workplace Example	Element ID	Element Name	Hot Technology	In Demand
13-1071.00	Candidate screening software	2.E.1.c	Human resources software	N	N
13-1071.00	Candidate tracking software	2.E.1.c	Human resources software	N	N
13-1071.00	Careerbuilder.com	2.E.1.c	Human resources software	N	N
13-1071.00	Cisco Webex	2.E.16.b	Video conferencing software	Y	N
13-1071.00	Cluen Encore	2.E.1.c	Human resources software	N	N
13-1071.00	Cluen executive recruitment software	2.E.1.c	Human resources software	N	N
13-1071.00	COATSsql	2.E.1.c	Human resources software	N	N
13-1071.00	CVTracer	2.E.1.c	Human resources software	N	N
13-1071.00	Data entry software	2.E.6.f	Data base user interface and query software	N	N
13-1071.00	Data Frenzy	2.E.1.c	Human resources software	N	N
13-1071.00	Database software	2.E.6.f	Data base user interface and query software	N	N
13-1071.00	DGCC.com RecruitTrack	2.E.1.c	Human resources software	N	N
13-1071.00	Drupal	2.E.7.h	Web platform development software	N	N
13-1071.00	Ellucian Banner Human Resources	2.E.1.c	Human resources software	N	N
13-1071.00	Enterprise JavaBeans	2.E.7.h	Web platform development software	N	N
13-1071.00	eQuest	2.E.1.c	Human resources software	N	N
13-1071.00	ESRI ArcGIS software	2.E.8.h	Geographic information system	Y	N
13-1071.00	Evernote	2.E.4.d	Word processing software	N	N
13-1071.00	Extensible markup language XML	2.E.7.c	Enterprise application integration software	Y	N
13-1071.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
13-1071.00	FaceTime	2.E.16.b	Video conferencing software	N	N
13-1071.00	FileMaker Pro	2.E.6.f	Data base user interface and query software	N	N
13-1071.00	GitHub	2.E.10.a	Application server software	Y	N
13-1071.00	GoBackgrounds	2.E.1.c	Human resources software	N	N
13-1071.00	Google	2.E.6.f	Data base user interface and query software	N	N
13-1071.00	Google Ads	2.E.1.l	Sales and marketing software	N	N
13-1071.00	Google Analytics	2.E.6.g	Data mining software	Y	N
13-1071.00	Google Docs	2.E.4.d	Word processing software	Y	N
13-1071.00	Google Drive	2.E.16.i	Cloud-based data access and sharing software	N	N
13-1071.00	Google Meet	2.E.16.b	Video conferencing software	N	N
13-1071.00	Google Slides	2.E.4.f	Presentation software	N	N
13-1071.00	HireAbility ResumeParser	2.E.1.c	Human resources software	N	N
13-1071.00	HireLogic PowerPlace	2.E.1.c	Human resources software	N	N
13-1071.00	HRM Direct	2.E.1.c	Human resources software	N	N
13-1071.00	Human resource information system (HRIS)	2.E.1.c	Human resources software	N	N
13-1071.00	Human resource management software HRMS	2.E.1.c	Human resources software	N	N
13-1071.00	Hypertext markup language HTML	2.E.7.h	Web platform development software	Y	N
13-1071.00	IBM Cognos Impromptu	2.E.6.m	Business intelligence and data analysis software	N	N
13-1071.00	IBM Domino	2.E.12.b	Communications server software	N	N
13-1071.00	IBM InfoSphere DataStage	2.E.7.c	Enterprise application integration software	N	N
13-1071.00	IBM Notes	2.E.16.a	Electronic mail software	N	N
13-1071.00	IBM Power Systems software	2.E.17.a	Enterprise system management software	N	N
13-1071.00	IBM SPSS Statistics	2.E.9.d	Analytical or scientific software	Y	N
13-1071.00	ICIMS	2.E.1.c	Human resources software	N	N
13-1071.00	Industrial Code Recruitpoint.net	2.E.1.c	Human resources software	N	N
13-1071.00	Intelius	2.E.1.c	Human resources software	N	N
13-1071.00	Intelligent Algorithms InfoGIST Platinum Recruiter	2.E.1.c	Human resources software	N	N
13-1071.00	Intuit QuickBooks	2.E.2.a	Accounting software	Y	N
13-1071.00	Job posting software	2.E.1.c	Human resources software	N	N
13-1071.00	Kronos Workforce HR	2.E.1.c	Human resources software	N	N
13-1071.00	Kronos Workforce Payroll	2.E.2.e	Time accounting software	N	N
13-1071.00	Kronos Workforce Timekeeper	2.E.2.e	Time accounting software	Y	N
13-1071.00	Lawson Human Resource Management	2.E.1.c	Human resources software	N	N
13-1071.00	LexisNexis	2.E.6.h	Information retrieval or search software	N	N
13-1071.00	LinkedIn	2.E.6.f	Data base user interface and query software	N	N
13-1071.00	Loom	2.E.4.c	Video creation and editing software	N	N
13-1071.00	Main Sequence Technologies PCRecruiter	2.E.1.c	Human resources software	N	N
13-1071.00	Main Sequence Technologies PCRecruiter Resume Inhaler	2.E.1.c	Human resources software	N	N
13-1071.00	Marketo Marketing Automation	2.E.1.l	Sales and marketing software	Y	N
13-1071.00	MEDITECH software	2.E.9.i	Medical software	Y	N
13-1071.00	Micro J Systems PcHunter	2.E.1.c	Human resources software	N	N
13-1071.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
13-1071.00	Microsoft Dynamics	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Microsoft Dynamics GP	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
13-1071.00	Microsoft Internet Explorer	2.E.10.e	Internet browser software	N	N
13-1071.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
13-1071.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
13-1071.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
13-1071.00	Microsoft Project	2.E.1.e	Project management software	Y	N
13-1071.00	Microsoft Publisher	2.E.4.k	Desktop publishing software	N	N
13-1071.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
13-1071.00	Microsoft SQL Server	2.E.6.f	Data base user interface and query software	Y	N
13-1071.00	Microsoft SQL Server Reporting Services SSRS	2.E.6.e	Data base reporting software	Y	N
13-1071.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
13-1071.00	Microsoft Visual Basic	2.E.7.b	Development environment software	Y	N
13-1071.00	Microsoft Visual Basic for Applications VBA	2.E.7.b	Development environment software	Y	N
13-1071.00	Microsoft Windows	2.E.13.c	Operating system software	Y	N
13-1071.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
13-1071.00	MicroStrategy	2.E.6.m	Business intelligence and data analysis software	N	N
13-1071.00	MPAY Millennium	2.E.2.e	Time accounting software	N	N
13-1071.00	NetSuite ERP	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Online databases	2.E.6.f	Data base user interface and query software	N	N
13-1071.00	Oracle Business Intelligence Enterprise Edition	2.E.6.m	Business intelligence and data analysis software	N	N
13-1071.00	Oracle Database	2.E.6.f	Data base user interface and query software	Y	N
13-1071.00	Oracle E-Business Suite Financials	2.E.2.d	Financial analysis software	N	N
13-1071.00	Oracle Eloqua	2.E.6.c	Customer relationship management CRM software	N	N
13-1071.00	Oracle Fusion Applications	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Oracle HRIS	2.E.1.c	Human resources software	N	Y
13-1071.00	Oracle Hyperion	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Oracle JD Edwards EnterpriseOne	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Oracle PeopleSoft	2.E.2.b	Enterprise resource planning ERP software	Y	N
13-1071.00	Oracle PeopleSoft Financials	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Oracle PeopleSoft Human Capital Management	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	Oracle Primavera Enterprise Project Portfolio Management	2.E.1.e	Project management software	Y	N
13-1071.00	Oracle Solaris	2.E.13.c	Operating system software	N	N
13-1071.00	Oracle Taleo	2.E.1.c	Human resources software	N	N
13-1071.00	Oracle WebLogic Server	2.E.10.a	Application server software	N	N
13-1071.00	Perforce Helix software	2.E.7.a	Configuration management software	N	N
13-1071.00	Post Once	2.E.1.c	Human resources software	N	N
13-1071.00	PostingPal	2.E.1.c	Human resources software	N	N
13-1071.00	PowerPlace Professional	2.E.1.c	Human resources software	N	N
13-1071.00	Qlik Tech QlikView	2.E.6.m	Business intelligence and data analysis software	N	N
13-1071.00	Recruit Wizard	2.E.1.c	Human resources software	N	N
13-1071.00	Recruitment management software	2.E.1.c	Human resources software	N	N
13-1071.00	Recruitpoint.net	2.E.1.c	Human resources software	N	N
13-1071.00	RecruitTrack	2.E.1.c	Human resources software	N	N
13-1071.00	Resource Edge TalentHook Sphere	2.E.1.c	Human resources software	N	N
13-1071.00	Resume converter software	2.E.1.c	Human resources software	N	N
13-1071.00	Resume extraction and search software	2.E.1.c	Human resources software	N	N
13-1071.00	Resume processing software	2.E.1.c	Human resources software	N	N
13-1071.00	ResumeRobot	2.E.1.c	Human resources software	N	N
13-1071.00	Safari Software Products Safari	2.E.1.c	Human resources software	N	N
13-1071.00	Sage 50 Accounting	2.E.2.a	Accounting software	N	N
13-1071.00	Salesforce software	2.E.6.c	Customer relationship management CRM software	Y	N
13-1071.00	SAP Business Objects	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1071.00	SAP Crystal Reports	2.E.6.e	Data base reporting software	N	N
13-1071.00	SAP ERP Human Capital Management	2.E.1.c	Human resources software	N	N
13-1071.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	N
13-1071.00	SAS	2.E.9.d	Analytical or scientific software	Y	N
13-1071.00	Sendouts Recruiting	2.E.1.c	Human resources software	N	N
13-1071.00	Silk Road technology OpenHire	2.E.1.c	Human resources software	N	N
13-1071.00	Skype	2.E.10.b	Desktop communications software	N	N
13-1071.00	Slack	2.E.16.i	Cloud-based data access and sharing software	Y	N
13-1071.00	SmugMug Flickr	2.E.4.b	Graphics or photo imaging software	N	N
13-1071.00	Social media sites	2.E.4.g	Web page creation and editing software	N	N
13-1071.00	Staffing Solutions Enterprises Staff Matrix	2.E.1.c	Human resources software	N	N
13-1071.00	StaffingSoft Staffing Edition	2.E.1.c	Human resources software	N	N
13-1071.00	StataCorp Stata	2.E.9.d	Analytical or scientific software	N	N
13-1071.00	Tableau	2.E.6.m	Business intelligence and data analysis software	Y	N
13-1071.00	Talent Technology HireDesk	2.E.1.c	Human resources software	N	N
13-1071.00	Talent Technology Resume Mirror	2.E.1.c	Human resources software	N	N
13-1071.00	Talent Technology Talemetry	2.E.1.c	Human resources software	N	N
13-1071.00	TalentHook	2.E.1.c	Human resources software	N	N
13-1071.00	Tax software	2.E.2.a	Accounting software	N	N
13-1071.00	Technomedia Hodes iQ	2.E.1.c	Human resources software	N	N
13-1071.00	TempWorks recruiting and staffing software	2.E.1.c	Human resources software	N	N
13-1071.00	Teradata Database	2.E.6.d	Data base management system software	Y	N
13-1071.00	VCG Pointwing	2.E.1.c	Human resources software	N	N
13-1071.00	Vendor management system software	2.E.6.c	Customer relationship management CRM software	N	N
13-1071.00	Web browser software	2.E.10.e	Internet browser software	N	N
13-1071.00	Workday software	2.E.2.b	Enterprise resource planning ERP software	Y	Y
13-1071.00	YouTube	2.E.4.c	Video creation and editing software	N	N
13-1071.00	Zoom	2.E.16.b	Video conferencing software	Y	N
13-1074.00	Bookkeeping software	2.E.2.a	Accounting software	N	N
13-1074.00	E-Verify	2.E.6.f	Data base user interface and query software	N	N
13-1074.00	Facebook	2.E.4.g	Web page creation and editing software	Y	N
13-1074.00	Financial accounting software	2.E.2.a	Accounting software	N	N
13-1074.00	Intuit QuickBooks	2.E.2.a	Accounting software	Y	N
13-1074.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
13-1074.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	N
13-1074.00	Microsoft Office software	2.E.1.k	Office suite software	Y	N
13-1074.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	N
13-1074.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
13-1074.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
13-1074.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	N
13-1074.00	Web browser software	2.E.10.e	Internet browser software	N	N
13-1075.00	Internet Grievance System IGS	2.E.1.c	Human resources software	N	N
13-1075.00	Kubernetes	2.E.10.a	Application server software	Y	N
13-1075.00	LaborSoft LaborForce Arbitration/Appeals Manager module	2.E.1.c	Human resources software	N	N
13-1075.00	LaborSoft LaborForce Discipline Manager module	2.E.1.c	Human resources software	N	N
13-1075.00	LaborSoft LaborForce EEO Claims Manager module	2.E.1.c	Human resources software	N	N
13-1075.00	LaborSoft LaborForce Grievance Manager module	2.E.1.c	Human resources software	N	N
13-1075.00	LaborSoft LaborForce Incident Tracking module	2.E.1.c	Human resources software	N	N
13-1075.00	LaborSoft LaborForce Personnel Manager module	2.E.1.c	Human resources software	N	N
13-1075.00	LaborSoft LaborForce Reporting/Dashboard Manager module	2.E.1.c	Human resources software	N	N
13-1075.00	Micropact entellitrak Labor Relations Edition	2.E.1.c	Human resources software	N	N
13-1075.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
13-1075.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
13-1075.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
13-1075.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
13-1075.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
13-1075.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
13-1075.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
13-1075.00	Oracle HRIS	2.E.1.c	Human resources software	N	Y
13-1075.00	Oracle PeopleSoft	2.E.2.b	Enterprise resource planning ERP software	Y	N
13-1075.00	ServiceNow	2.E.6.f	Data base user interface and query software	Y	Y
13-1075.00	Workday software	2.E.2.b	Enterprise resource planning ERP software	Y	Y
13-1081.00	Autodesk AutoCAD	2.E.9.c	Computer aided design CAD software	Y	N
13-1081.00	IBM Cognos Impromptu	2.E.6.m	Business intelligence and data analysis software	N	N
13-1081.00	IBM Power Systems software	2.E.17.a	Enterprise system management software	N	N
13-1081.00	Intuit QuickBooks	2.E.2.a	Accounting software	Y	N
13-1081.00	Microsoft Access	2.E.6.f	Data base user interface and query software	Y	N
13-1081.00	Microsoft Dynamics	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1081.00	Microsoft Excel	2.E.4.i	Spreadsheet software	Y	Y
13-1081.00	Microsoft Office software	2.E.1.k	Office suite software	Y	Y
13-1081.00	Microsoft Outlook	2.E.16.a	Electronic mail software	Y	Y
13-1081.00	Microsoft PowerPoint	2.E.4.f	Presentation software	Y	Y
13-1081.00	Microsoft Project	2.E.1.e	Project management software	Y	N
13-1081.00	Microsoft SharePoint	2.E.5.b	Document management software	Y	N
13-1081.00	Microsoft SQL Server	2.E.6.f	Data base user interface and query software	Y	N
13-1081.00	Microsoft Visio	2.E.1.p	Process mapping and design software	Y	N
13-1081.00	Microsoft Word	2.E.4.d	Word processing software	Y	N
13-1081.00	Oracle E-Business Suite	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1081.00	Oracle JD Edwards EnterpriseOne	2.E.2.b	Enterprise resource planning ERP software	N	N
13-1081.00	Oracle Primavera Enterprise Project Portfolio Management	2.E.1.e	Project management software	Y	N
13-1081.00	Order management software	2.E.1.b	Procurement software	N	N
13-1081.00	Purchasing software	2.E.1.b	Procurement software	N	N
13-1081.00	Radio frequency identification RFID software	2.E.1.f	Inventory management software	N	N
13-1081.00	RedPrairie E2e	2.E.1.d	Materials requirements planning logistics and supply chain software	N	N
13-1081.00	SAP software	2.E.2.b	Enterprise resource planning ERP software	Y	Y
13-1081.00	SmugMug Flickr	2.E.4.b	Graphics or photo imaging software	N	N
13-1081.00	Structured query language SQL	2.E.6.f	Data base user interface and query software	Y	N
13-1081.00	Warehouse management system WMS	2.E.1.d	Materials requirements planning logistics and supply chain software	N	N
13-1081.00	Web browser software	2.E.10.e	Internet browser software	N	N
13-1081.01	Autodesk AutoCAD	2.E.9.c	Computer aided design CAD software	Y	N
13-1081.01	C++	2.E.7.e	Object or component oriented development software	Y	N
13-1081.01	Computer aided design and drafting CADD software	2.E.9.c	Computer aided design CAD software	N	N
13-1081.01	Failure modes and effects analysis FMEA software	2.E.9.d	Analytical or scientific software	N	N
13-1081.01	i2 Transportation Modeler	2.E.1.d	Materials requirements planning logistics and supply chain software	N	N
13-1081.01	IBM Cognos Impromptu	2.E.6.m	Business intelligence and data analysis software	N	N
13-1081.01	IBM ILOG CPLEX Optimization Studio	2.E.9.d	Analytical or scientific software	N	N
13-1081.01	IBM Notes	2.E.16.a	Electronic mail software	N	N
13-1081.01	ITEM Software ITEM ToolKit	2.E.9.d	Analytical or scientific software	N	N
13-1081.01	ITEM Software Spare Cost	2.E.9.d	Analytical or scientific software	N	N
13-1081.01	JDA Manugistics	2.E.1.d	Materials requirements planning logistics and supply chain software	N	N
